count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
451,11/3/16,63,4,1,4281598074,260775,11844300000,742.35,172808000,1837.5,75.62880049,null,1,7828,107504511.5,42275,924097000,10.8,15228600,31215.9375,29.70314027,19178,29577733.85,4252,198519000,4.11,5883490,15300,21.75434473,null,0,22.08,3,1676788.37,2.54E+11,0,189,15
452,11/4/16,59,4,1,4131067434,256715,10996400000,689.12,99907700,1562.5,85.15752693,null,5,7833,12969021.59,32514,926129000,10.82,9958040,30923.59375,21.70136374,13169,13998667.65,3896,186157000,3.86,3481430,13925,20.44761671,null,0,22.51,4,1966759.3,2.54E+11,0,177,20
453,11/5/16,58,3,1,3842073571,243521,11227200000,703.52,53752300,1750,76.99280592,null,4,7837,9589420.041,37619,950213000,11.09,5502670,31424.53125,24.59806368,16308,9963507.755,3343,187313000,3.88,2318820,13925,19.77208378,null,0,22.51,2,1462462.04,2.54E+11,0,174,10
454,11/6/16,57,4,1,3774481118,231821,11233000000,703.81,59902200,2000,71.73547548,null,1,7838,5658778.451,34318,941729000,10.99,5688710,31800.15625,23.28271888,14775,9626059.699,3418,186487000,3.86,2192880,14025,17.54585487,null,0,22.51,3,1885928.48,2.54E+11,0,171,15
455,11/7/16,58,4,1,2902030827,257838,11344800000,710.74,65047100,1762.5,84.26874872,null,1,7839,6992509.426,41880,934536000,10.9,5992480,33259.0625,29.02982313,17920,12122008.17,3836,187897000,3.89,2806430,13675,17.50055252,null,0,18.71,4,1949214.67,2.55E+11,0,174,20
456,11/8/16,55,5,1,2330391818,297839,11224000000,703.09,79660800,2112.5,92.25579885,null,2,7841,7334481.955,41440,930345000,10.85,6258150,32327.1875,31.46834313,16644,5880182.165,3547,185467000,3.84,2493340,13700,15.94911226,null,0,18.74,4,1847956.77,2.55E+11,0,165,20
457,11/9/16,77,4,1,1762196289,274968,11333000000,709.83,132429000,1775,86.18415816,null,3,7844,22038322.39,40374,928063000,10.82,14606600,31002.34375,34.98542559,17125,7796384.65,3723,185956000,3.85,2894790,13950,20.10999755,null,0,14.38,2,2139073.24,2.55E+11,0,231,10
458,11/10/16,58,4,1,1156986147,266146,11542100000,722.84,68807800,2112.5,80.88736609,null,8,7852,10903260.13,39725,915940000,10.67,4253980,31210.78125,35.37743557,15687,9803365.505,2953,186617000,3.86,2334820,15625,22.43640828,null,0,14.74,3,1860614.01,2.55E+11,0,174,15
459,11/11/16,55,5,1,843643133.2,260368,11427200000,715.55,63119700,2000,74.68452714,null,4,7856,39425541.16,40981,902479000,10.51,6056300,31339.375,44.23578159,17429,5785399.4,3275,185609000,3.84,2124360,16575,22.40403735,null,0,14.17,2,2126416.01,2.55E+11,0,165,10
460,11/12/16,54,3,1,591197008.1,235478,11447700000,716.75,64622500,2100,66.23916645,null,6,7862,12793689.15,40794,883780000,10.29,10052500,31950,30.71775839,16062,10040983.99,3130,184604000,3.81,2592430,14475,23.50976642,null,0,14.17,1,2063129.82,2.55E+11,0,162,5
461,11/13/16,54,4,1,605380335,217642,11264500000,705.2,80318100,1937.5,63.51389121,null,3,7865,12526414.87,43576,849342000,9.89,8227770,32424.21875,33.92647096,17386,23605002.47,3706,182326000,3.77,3344370,14750,16.56710862,null,0,14.17,1,2126416.01,2.55E+11,0,162,3
462,11/14/16,55,5,1,813730544.7,256989,11214600000,702,62993000,2037.5,75.73821358,null,0,7865,5397422.88,43604,867755000,10.1,3573250,31884.21875,38.31456257,15700,11282972.18,3270,187837000,3.88,2525810,14725,22.9642306,null,0,14.48,2,1809985.05,2.55E+11,0,165,6
463,11/15/16,54,4,1,904619527.1,280376,11283400000,705.79,72038500,1925,81.45620336,null,6,7871,10316734.07,45161,857223000,9.97,6557550,31437.03125,37.0273981,16874,14176865.75,3900,188377000,3.89,3032290,14475,17.22312334,null,0,13.37,2,2177044.96,2.55E+11,0,162,6
464,11/16/16,60,4,1,1243666359,293190,11370700000,711.17,141294000,2200,81.2106822,null,3,7874,11056031.14,41411,878610000,10.22,9533550,31581.40625,34.92424018,15617,25658128.55,3883,188998000,3.9,4232760,14575,20.68336275,null,0,13.72,1,1974529.15,2.55E+11,0,180,3
465,11/17/16,65,4,1,1002768435,272826,11911300000,744.88,108579000,1975,85.14237505,null,8,7882,32329190.77,40640,865393000,10.06,6984700,30808.59375,30.42880001,15676,19255455.48,3558,196573000,4.06,3120160,14325,18.68295729,null,0,13.35,2,2177044.96,2.55E+11,0,195,6
466,11/18/16,62,4,1,910980306.4,284524,11846000000,740.71,87363100,1925,87.5677469,null,2,7884,10806893.39,43588,859571000,9.99,10816100,33100.78125,34.70116949,16188,12510526.41,3218,191930000,3.96,2650960,14500,17.24434527,null,0,12.85,2,2012500.86,2.55E+11,0,186,6
467,11/19/16,59,4,1,740183774.9,260515,12025400000,751.83,110608000,1800,74.42757015,null,7,7891,8162244.727,39229,816380000,9.48,5186540,32331.09375,27.90021683,15537,10710047.1,2878,192896000,3.98,2048720,14475,17.96822453,null,0,12.85,1,2073243.13,2.72E+11,0,177,3
468,11/20/16,58,3,1,717789705.6,231511,12027500000,751.88,154116000,1537.5,71.64713849,null,3,7894,6179673.332,41912,832050000,9.66,5173420,32456.40625,32.59646883,16203,13890650.72,3328,192391000,3.97,2680300,14650,19.72549112,null,0,12.85,1,1989192.73,2.82E+11,0,174,2
469,11/21/16,56,5,1,951718586.6,281898,11698900000,731.26,60802400,1737.5,91.77813531,null,7,7901,6338475.538,42182,825381000,9.58,3663210,31815.3125,35.25151168,15917,14148153.89,3604,190816000,3.93,1999840,14675,20.65800095,null,0,12.42,1,1807083.54,2.82E+11,0,168,2
470,11/22/16,62,5,1,883747318.3,276690,11834200000,739.64,129906000,1637.5,96.94610046,null,1,7902,24933511.78,53485,829616000,9.63,11284400,31177.5,38.09484581,29346,21238439.13,3604,191849000,3.95,2347880,15075,15.38519213,null,0,12.41,1,1961175.94,2.82E+11,0,186,2
471,11/23/16,59,4,1,1165632880,290188,12029000000,751.74,76543800,1862.5,107.7017028,null,4,7906,24183728.05,64191,855265000,9.92,4812310,32621.875,82.22907797,38705,12910094.15,3033,192719000,3.97,2184200,15225,14.22773878,null,0,12.43,2,1877125.54,2.82E+11,0,177,4
472,11/24/16,60,4,1,1153788048,303114,11916500000,744.62,85919300,1887.5,123.5616591,null,3,7909,8273030.509,36727,849229000,9.85,15987800,32401.40625,58.89329241,15830,13015441.32,3084,190992000,3.93,2089790,15550,18.05926338,null,0,12.43,1,2059234.73,2.82E+11,0,180,2
473,11/25/16,55,3,1,992278531.1,329565,11851100000,740.44,67807600,1962.5,147.5739282,null,5,7914,14033740.88,57092,796268000,9.23,7669720,33431.71875,59.80974804,29250,11723250.92,2719,190123000,3.91,2211790,15700,17.12585827,null,0,12.34,1,2297377.53,2.82E+11,0,165,2
474,11/26/16,55,3,1,744587443.5,288691,11869600000,741.51,54962700,2000,110.8854512,null,3,7917,6627892.057,40745,812795000,9.42,3505990,32496.5625,72.59888123,14432,8143529.609,2851,190557000,3.92,1782340,15900,17.66887591,null,0,12.34,1,2129276.73,2.82E+11,0,165,2
475,11/27/16,56,4,1,537541208.7,241151,11773800000,735.44,52601800,1800,82.0560019,null,2,7919,6634627.921,44386,804085000,9.31,8707660,33706.71875,114.9160502,15707,8238717.864,2956,190001000,3.91,1631940,13675,16.83051836,null,0,12.34,2,2157293.53,2.82E+11,0,168,8
476,11/28/16,57,5,1,827921171.7,283896,11727800000,732.48,61888600,2000,104.8435005,null,4,7923,7173752.069,48286,777311000,9,6046890,33939.84375,122.2192756,16448,8083993.501,2955,189561000,3.9,1726410,14925,16.70273704,null,0,13.15,4,2017209.53,2.82E+11,0,171,16
477,11/29/16,60,4,1,862098594.5,295700,11790900000,736.33,68511100,1862.5,103.1789833,null,8,7931,11506953.17,46941,754307000,8.73,17000400,32977.96875,101.5894448,15073,9879656.348,3445,189365000,3.89,2436960,15200,11.42602333,null,0,12.9,3,2297377.53,2.82E+11,0,180,12
478,11/30/16,59,4,1,825124589.1,281916,11791600000,736.28,84070800,1750,95.64692,null,6,7937,9682313.26,39066,705040000,8.16,10626600,31840,35.31984015,16227,9627129.038,3341,189196000,3.89,1857280,15100,13.20782574,null,0,13.33,2,2115268.33,2.82E+11,0,177,8
479,12/1/16,60,4,1,972241646.2,281029,11949200000,746.05,80461900,1975,105.0197726,null,5,7942,8959684.241,36994,743882000,8.6,5882340,31748.28125,27.22313652,14721,8726055.302,3221,190306000,3.91,1985600,14550,13.7339143,null,0,14.07,2,1989192.73,2.82E+11,0,180,8
480,12/2/16,65,5,1,1083818980,272316,12134800000,757.54,127605000,1662.5,116.8951624,null,4,7946,28048691.75,41559,731520000,8.46,18579800,31796.40625,28.08175722,16562,9734238.125,3452,190840000,3.92,2559070,14600,12.7393928,null,0,14.12,3,2045226.33,2.82E+11,0,195,12
481,12/3/16,58,3,1,829005470,306679,12467800000,778.25,69547300,2225,106.8007483,null,2,7948,37500831.26,41285,672138000,7.77,12112100,32116.40625,25.9100852,16479,10036424.4,3004,192376000,3.95,1805780,14450,14.54983053,null,0,14.12,1,2052749.31,2.86E+11,0,174,4
482,12/4/16,56,4,1,598670061.6,250649,12363600000,771.64,60557900,1887.5,93.25520763,null,5,7953,13369771.41,39587,684258000,7.9,8450790,31172.5,26.25906785,16950,7033651.662,3066,191594000,3.93,1908090,14100,14.94452326,null,0,14.12,1,2451895.01,2.87E+11,0,168,3
483,12/5/16,61,5,1,1091148665,280243,12393100000,773.39,106363000,1875,103.9315292,null,4,7957,27013313.76,41478,641820000,7.41,17344500,31231.5625,31.26022778,15888,41441134.22,4991,189313000,3.88,11106200,13900,26.10880932,null,0,12.14,2,2109770.13,2.87E+11,0,183,6
484,12/6/16,61,6,1,1062059045,301213,12159400000,758.72,116218000,1812.5,118.8758799,null,4,7961,42577382.05,48039,589548000,6.8,50671200,31978.75,34.72419036,18102,20898097.17,4007,170093000,3.49,3007340,15025,19.22391885,null,0,11.79,2,2166790.94,2.87E+11,0,183,6
485,12/7/16,59,5,1,990090883,310508,12248900000,764.21,96426100,2037.5,106.9260174,null,4,7965,19284878.51,41552,684258000,7.89,22229600,31710.625,34.98683089,14961,11172360.29,3547,172683000,3.54,2537240,15600,15.93522537,null,0,12.22,1,2138280.53,2.87E+11,0,177,3
486,12/8/16,62,4,1,937237581.1,287191,12312500000,768.08,80111900,2125,99.79403977,null,1,7966,20995828.78,39446,726878000,8.38,16042700,32094.0625,792.4889805,15099,14653159.46,3965,175746000,3.6,2683090,14700,20.56554202,null,0,12.64,2,2494660.62,2.87E+11,0,186,6
487,12/9/16,56,4,1,962742679.3,275782,12344000000,769.94,68705300,1725,98.31971943,null,1,7967,20645364.55,41167,708468000,8.17,12916300,31660.625,31.42794483,16048,10509435.85,3045,180109000,3.69,1758140,15050,15.70018067,null,0,11.75,1,2238066.96,2.87E+11,0,168,3
488,12/10/16,52,3,1,720941802.8,245539,12394500000,773.02,53843100,1550,84.04482237,null,2,7969,11925119.18,40482,732173000,8.44,8108370,31676.40625,29.02731646,14656,12640390.71,2560,180350000,3.69,2093810,14525,11.63598832,null,0,11.75,1,1924452.48,2.87E+11,0,156,3
489,12/11/16,52,3,1,639049800.8,227537,12423600000,774.75,57313400,2225,75.27328161,null,2,7971,15829385.28,38810,705363000,8.13,5545500,31778.90625,36.80282475,15178,9852594.703,2807,180064000,3.69,1948170,13250,15.1472124,null,0,11.75,2,1881686.87,2.87E+11,0,156,8
490,12/12/16,59,3,1,955893654.4,257027,12349800000,770.04,76571000,2012.5,91.00468227,null,4,7975,8719409.464,38552,711348000,8.19,9119700,31342.5,31.2366663,15806,7719302.421,2747,177808000,3.64,2465660,14325,16.27771792,null,0,12.64,2,2223811.75,2.87E+11,0,177,8
491,12/13/16,62,4,1,954802968.5,300049,12521500000,780.65,81645600,2287.5,100.9465353,null,0,7975,9437164.796,44509,740099000,8.52,4486190,31810,30.96445138,14432,7012614.23,2331,179068000,3.67,1962750,14325,18.90387075,null,0,12.72,2,2223811.75,2.87E+11,0,186,8
492,12/14/16,57,4,1,1165802006,285623,12512900000,780,75979000,1825,95.17314127,null,1,7976,8927974.425,47172,734382000,8.45,7337220,31850.46875,34.88665338,16375,9306488.587,2517,178719000,3.66,2618560,14275,18.5602772,null,0,13.19,2,2537426.23,2.87E+11,0,171,8
493,12/15/16,58,4,1,1352759690,270694,12511700000,780.07,81580100,1512.5,95.33795336,null,2,7978,17485771.48,46010,715861000,8.24,13184400,31367.8125,34.42786761,17354,12599877.18,2784,176603000,3.61,2679340,13850,18.01174771,null,0,12.79,2,1981473.29,2.87E+11,0,174,8
494,12/16/16,56,3,1,1260073821,298629,12498800000,778.96,83608200,1725,104.1131746,null,2,7980,11159379.45,43900,683399000,7.86,5178610,31756.40625,30.59438815,16138,10623499.05,2886,177349000,3.63,1625780,14425,18.85566409,null,0,12.2,3,1958064.63,3.08E+11,0,168,12
495,12/17/16,56,3,1,904032882.1,240445,12599600000,785.17,78989800,1637.5,81.81349281,null,9,7989,24412481.17,38601,683357000,7.86,8502620,31962.34375,32.80170079,14797,10046833.13,2582,177535000,3.63,2559210,13125,16.22529584,null,0,12.2,2,2050571.62,3.10E+11,0,168,8
496,12/18/16,56,2,1,812698328.2,224977,12694800000,791.01,60524400,1887.5,77.30487411,null,0,7989,16997457.54,36461,684028000,7.86,5890020,31889.375,27.72324656,13464,13075947.13,2897,181204000,3.7,1951490,14675,12.47896083,null,0,12.2,1,2235585.61,3.10E+11,0,224,2
497,12/19/16,60,4,1,1000530670,284267,12691100000,790.69,74886400,1875,102.0333889,null,10,7999,10881154.82,45061,685054000,7.87,5894760,31473.59375,36.45135777,16636,12276088.52,2966,179953000,3.68,2274070,15200,13.3496502,null,0,11.71,2,2173914.28,3.10E+11,0,240,4
498,12/20/16,61,4,1,1124695162,300564,12717600000,792.25,99629300,1775,105.9449239,null,1,8000,10623337.57,44104,664772000,7.63,6313550,31668.90625,43.90159747,16565,10132932.16,3715,179159000,3.66,2335510,14325,14.3248612,null,0,11.45,2,2343510.43,3.10E+11,0,244,4
499,12/21/16,73,4,1,1876065782,311678,12853700000,800.64,155576000,1875,110.4645593,null,2,8002,15924311.69,50653,667625000,7.66,9393550,31592.96875,54.7473654,15833,11558455.81,3293,179441000,3.66,2913250,13550,16.7871736,null,0,11.27,2,2127660.78,3.10E+11,0,292,4
500,12/22/16,89,4,1,1507882875,323284,13393800000,834.18,200027000,2050,109.9034956,null,3,8005,26347541.75,55081,688380000,7.9,16376700,31074.0625,38.8444056,22941,21651025.56,3546,179542000,3.67,3657740,13825,22.08274043,null,0,11.43,1,2451435.25,3.10E+11,0,356,2
501,12/23/16,100,5,2,1591049908,296417,13888600000,864.89,275564000,1812.5,98.16444763,null,3,8008,47406505.96,44302,660546000,7.58,19613100,31117.34375,29.67366919,17168,34009013.41,4362,182056000,3.72,15539100,14125,30.94569491,null,0,11.44,1,2451435.25,3.10E+11,0,400,2
502,12/24/16,81,3,2,1152563301,261823,14810300000,922.18,137727000,1725,89.36306429,null,3,8011,16826263,37674,623759000,7.15,7626020,31326.875,25.81752535,15111,54969699.07,4958,227716000,4.65,19773600,13525,31.38233819,null,0,11.44,0.1,2343510.43,3.10E+11,0,324,0.2
503,12/25/16,77,3,1,752202335.2,201437,14450100000,899.65,143665000,2025,64.89672348,null,0,8011,7694597.85,36546,633792000,7.26,8671840,32008.4375,24.21790154,13704,43916008.24,3667,223317000,4.56,11363100,13900,31.91775596,null,0,11.44,1,2112242.95,3.10E+11,0,385,3
504,12/26/16,76,3,1,978694934.6,232551,14407800000,896.9,123771000,1875,82.51000694,null,6,8017,5926535.177,34474,622439000,7.13,5836810,31644.6875,23.12041301,13756,39130078.22,3259,213135000,4.35,7603100,15350,29.65532612,null,0,11.44,1,2574777.9,3.10E+11,0,380,3
505,12/27/16,84,4,1,1153209357,288616,14593300000,908.35,167308000,1912.5,98.15867991,null,3,8020,10313120.88,42120,635260000,7.28,8778610,31222.8125,36.39813458,14342,21225105.1,3128,214286000,4.37,9294450,16900,35.00664164,null,0,11.99,1,2189332.11,3.10E+11,0,420,3
506,12/28/16,95,4,2,1212332941,299687,15020500000,934.83,236630000,2062.5,99.71537646,null,5,8025,20743732.76,43225,624359000,7.15,17453300,31575.15625,31.57530443,15070,38484221.34,3627,220199000,4.49,10319300,16825,42.4848074,null,0,12.95,1,2405181.75,3.10E+11,0,475,3
507,12/29/16,96,5,1,1310049203,308509,15670000000,975.13,199320000,1862.5,110.8763083,null,7,8032,34616499.18,46238,658674000,7.54,27543800,31818.75,40.70029321,15051,25748569.79,3438,224755000,4.58,9352850,15200,47.50911255,null,0,13.37,1,2589949.67,3.12E+11,0,480,3
508,12/30/16,85,5,2,1524533028,293357,15630200000,972.53,187474000,2012.5,101.5836738,null,38,8070,27212971.05,44346,724528000,8.29,13909900,31681.5625,44.81091077,15525,51891375.69,3561,224021000,4.56,11912800,15725,37.71589576,null,0,14.04,2,2368856.4,3.18E+11,0,425,6
509,12/31/16,72,3,1,1044538645,265605,15440700000,960.63,99135100,1900,88.10523804,null,0,8070,51837132.51,40867,712662000,8.15,9066800,31228.125,28.59880081,15515,25561888.9,2723,215734000,4.39,9210720,14725,42.81482804,null,0,14.04,2,2479403.03,3.18E+11,0,360,6
510,1/1/17,46,2,1,786789677.7,189139,15491200000,963.66,147775000,2000,64.97262127,null,0,8070,14513154.19,38589,698149000,7.98,14731700,31748.28125,25.26222485,13791,18937946.08,2446,212691000,4.33,11337500,13500,53.22023872,null,0,14.04,32,2337271.65,3.18E+11,0,322,96
511,1/2/17,81,3,2,1151106038,259626,16055100000,998.62,222185000,1725,104.0155307,null,3,8073,23344129.89,39436,714900000,8.17,14579600,31527.03125,28.11834106,15040,25379119.75,4032,222154000,4.52,14595300,14425,42.07331836,null,0,14.04,60,2463610.66,3.18E+11,0,567,180
512,1/3/17,73,4,1,1522249560,299747,16426600000,1021.6,185168000,2175,110.4774617,null,10,8083,42413712.07,45767,732988000,8.37,33625200,31527.03125,40.2453431,14620,44498795,3864,228878000,4.66,10055700,14700,44.82690541,null,0,12.85,48,2526780.16,3.18E+11,0,511,144
513,1/4/17,86,4,2,1769692903,314971,16795400000,1044.4,344946000,1850,144.6314472,null,1,8084,76363631.14,50468,850115000,9.71,41051200,32099.53125,39.50458344,17699,47044282.56,4567,227855000,4.63,13762400,14800,54.08193238,null,0,11.85,38,2589949.67,3.18E+11,0,602,114
514,1/5/17,100,4,1,2512709771,301862,18604000000,1156.73,510199000,1850,167.5577316,null,3,8087,91265917.83,49435,988599000,11.29,41557400,31817.03125,34.8575779,18569,71731531.28,5132,241730000,4.91,19196000,14400,58.44021122,null,0,11.67,91,2432025.91,3.18E+11,0,700,273
515,1/6/17,86,4,1,1964103878,348783,16314100000,1014.24,351876000,2025,131.660522,null,8,8095,76338442.42,43472,901249000,10.29,29471800,31359.53125,31.3190764,16840,38004047.54,4139,211689000,4.3,11063700,14275,46.10218148,null,0,11.32,43,2210932.64,3.18E+11,0,602,129
516,1/7/17,74,3,1,1276939928,281148,14534400000,903.49,279550000,1700,106.5827181,null,1,8096,45077673.84,43341,897636000,10.24,23153600,31895,30.18449407,16370,27934926.72,4229,190143000,3.86,14628400,12775,50.63090083,null,0,11.32,81,2542572.54,3.18E+11,0,518,243
517,1/8/17,65,3,1,803152804.7,267851,14611400000,908.17,158715000,1962.5,93.94094356,null,5,8101,24698760.51,42522,865667000,9.87,16676600,31684.375,33.02422783,15462,21462491.1,3320,194906000,3.96,11728600,14700,37.17573073,null,0,11.32,64,2195140.26,3.18E+11,0,325,192
518,1/9/17,61,3,1,1286586522,265257,14694900000,913.24,141877000,1862.5,97.12533162,null,2,8103,45508389.47,46035,904682000,10.31,25718300,31750.3125,35.91916969,17026,16457745.33,3081,196828000,4,11165200,14525,51.21545355,null,0,11.56,58,2637326.79,3.18E+11,0,305,174
519,1/10/17,58,3,1,1306985562,319011,14522600000,902.44,115808000,1937.5,120.5445491,null,5,8108,47601657.05,48037,909897000,10.37,10879700,31349.375,38.70940401,16046,42160442.07,4801,211857000,4.3,15157900,14500,64.31788923,null,0,11.49,52,2147763.14,3.18E+11,0,290,156
520,1/11/17,69,3,1,2892571577,290097,14615700000,908.12,310929000,1862.5,106.6931027,null,1,8109,48647927.8,45062,925320000,10.54,26823500,31522.96875,34.63413431,16125,64272542.37,4934,226517000,4.6,21863300,15350,65.57336587,null,0,11.26,82,2679581.83,3.19E+11,0,345,246
521,1/12/17,69,4,1,1748758164,304350,12477600000,775.18,222326000,2175,110.4957979,null,4,8113,44240441.66,49879,853638000,9.72,30453800,31556.71875,37.08306066,17454,30527131.26,3707,189108000,3.84,13690900,16950,51.86303112,null,0,11.54,56,2562350.13,3.37E+11,0,345,168
522,1/13/17,56,2,1,1466113967,284591,12939100000,803.74,168968000,1987.5,101.395727,null,5,8118,24531506.15,49841,863241000,9.83,25066600,31730.3125,35.78273198,16636,23305244.27,3598,194684000,3.95,7720620,15125,28.09429614,null,0,11.23,47,2897297.86,3.37E+11,0,280,141
523,1/14/17,52,2,1,728311439.6,243658,13285200000,825.14,93063300,2062.5,84.43101692,null,2,8120,9180456.697,41253,859971000,9.79,20085800,31478.125,28.73932336,15773,14336310.22,3480,191987000,3.89,3999180,15325,22.85228989,null,0,11.23,28,2528855.36,3.37E+11,0,260,84
524,1/15/17,49,2,1,782218059.5,238261,13174300000,818.14,71013600,2112.5,85.17234104,null,1,8121,5752163.18,41509,864037000,9.83,14837900,31702.03125,29.98149428,15987,10956375.75,3655,191859000,3.89,9341360,15625,29.05451058,null,0,11.23,38,2880550.47,3.37E+11,0,196,114
525,1/16/17,51,3,1,1001077532,244356,13234600000,821.78,82755200,2037.5,93.35476725,null,4,8125,7949127.443,45290,869126000,9.88,14937400,31540.3125,32.52371341,16691,13755102.29,3118,193560000,3.92,8159260,15550,16.31536189,null,0,11.23,37,2796813.54,3.37E+11,0,204,111
526,1/17/17,54,2,1,1201511515,294931,13383900000,830.95,155095000,1937.5,112.0508972,null,4,8129,15014404.17,46563,847981000,9.64,18391900,31296.09375,39.42237022,17451,19457862.15,3559,192814000,3.91,4816480,15175,19.1427499,null,0,11.87,54,2830308.31,3.37E+11,0,216,162
527,1/18/17,53,3,1,1249764220,310376,14648900000,909.37,225677000,2062.5,113.3850577,null,2,8131,8990409.727,44703,906079000,10.3,10788200,31605.46875,33.98421364,16317,43756362.61,3285,194678000,3.94,4321020,15400,21.38856847,null,0,12.48,66,2646087.06,3.37E+11,0,212,198
528,1/19/17,48,3,1,1026671039,303350,14311700000,888.34,105625000,2162.5,112.4242977,null,3,8134,10265112.61,43465,901484000,10.24,8347550,32123.59375,31.29528202,16187,8725223.949,4890,189782000,3.84,4090650,15150,18.98254161,null,0,12.78,48,2528855.36,3.37E+11,0,192,144
529,1/20/17,46,2,1,1040615783,293251,14472100000,898.17,86728400,2175,105.2106648,null,3,8137,28039014.26,45344,914696000,10.39,10992800,31121.09375,33.64778008,17871,30511079.78,4209,190693000,3.86,3427180,16275,15.43644549,null,0,11.54,41,2914045.251,3.37E+11,0,184,123
530,1/21/17,44,2,1,843214752.3,270811,14432000000,895.55,111158000,2300,95.32603131,null,7,8144,10026822.98,43218,933405000,10.6,11937600,31523.75,30.66392686,16130,17070377.35,3445,192408000,3.89,2717700,14475,11.93582389,null,0,11.54,55,3165256.048,3.37E+11,0,176,165
531,1/22/17,43,2,1,733797452.6,239026,14863600000,922.21,116573000,2200,88.90143618,null,2,8146,10690460.26,47342,961463000,10.91,8678620,31577.8125,35.76865561,16271,26363971.81,3375,192953000,3.9,2630830,14775,17.74897911,null,0,11.54,47,3031276.956,3.37E+11,0,172,141
532,1/23/17,46,2,1,995934696.3,258127,14918800000,925.5,73588600,1837.5,99.84993774,null,4,8150,9450645.112,45784,944159000,10.71,7267210,31498.4375,35.01886118,16469,22102618.7,3216,190717000,3.86,2725110,14100,13.79098478,null,0,11.77,81,3398969.892,3.39E+11,0,184,243
533,1/24/17,45,3,1,1104657224,231077,14681400000,910.68,111349000,1787.5,142.8270543,null,1,8151,8468656.934,50273,946083000,10.73,8327330,31420.46875,41.16426041,17422,12371467.21,2848,189741000,3.84,2629220,15000,17.07376871,null,0,11.07,100,2715269.052,3.93E+11,0,180,300
534,1/25/17,46,2,1,1202517751,314498,14380700000,891.92,120831000,1887.5,136.4651502,null,4,8155,10061171.39,46108,936769000,10.62,6751450,31423.59375,37.75670634,16237,16179715.91,2737,187625000,3.79,6863540,14625,18.04096568,null,0,10.81,54,2910612.149,3.93E+11,0,184,162
535,1/26/17,44,2,1,961087602.7,314974,14551200000,902.39,131958000,1887.5,123.5715863,null,2,8157,11303630.44,46364,932575000,10.57,8465020,31784.6875,36.45994764,16442,8849309.997,2515,183873000,3.71,5817220,14825,20.60991023,null,0,10.63,67,2930146.459,3.93E+11,0,176,201
536,1/27/17,41,2,1,873555474.5,284503,14810400000,918.36,125594000,2250,117.4229651,null,7,8164,10846935.45,46437,934404000,10.58,7189170,31114.84375,35.3494287,16088,12107123.32,2234,190149000,3.84,5049680,14625,13.76218008,null,0,10.58,50,3066886.627,3.93E+11,0,164,150
537,1/28/17,42,2,1,665230442.2,237259,14835800000,919.81,68979600,1800,115.3535591,null,1,8165,6330126.873,44730,930688000,10.54,6580700,31527.96875,33.34500901,16107,12324134.23,2497,190872000,3.85,3305270,14200,12.91049697,null,0,10.58,64,3320832.653,3.93E+11,0,168,192
538,1/29/17,40,2,1,667632298.2,235738,14874000000,922.07,60851700,2037.5,123.9431022,null,30,8195,9201417.7,42361,933087000,10.56,4689950,31120,30.61854593,15481,6194562.309,2569,190873000,3.85,2804420,14425,18.21067307,null,0,10.58,62,2969215.078,3.93E+11,0,160,186
539,1/30/17,42,2,1,852723955.8,257336,14844900000,920.15,78227300,1850,126.4189937,null,13,8208,7308623.911,44857,927415000,10.49,8042180,31928.4375,32.79253846,16758,29160367.74,3478,191115000,3.86,10192700,14275,16.41353165,null,0,11.88,63,3262229.724,3.93E+11,0,168,189
540,1/31/17,47,3,1,1040672351,284178,14859700000,920.96,164582000,1787.5,146.725731,null,16,8224,13499225.3,43572,933975000,10.56,11648700,31413.90625,32.00903823,15711,42750138.58,3547,199116000,4.02,15799800,14975,18.97343649,null,0,11.99,77,2852009.22,3.93E+11,0,188,231
541,2/1/17,48,2,1,1316263115,339122,15667900000,970.94,150110000,2337.5,155.1815963,null,51,8275,13636761.1,44343,949969000,10.74,12852200,31332.1875,38.11554111,16305,14940747.49,2653,202128000,4.08,7753930,15425,19.76241506,null,0,11.81,49,2832474.91,3.93E+11,0,192,147
542,2/2/17,51,2,0.1,1240308968,300969,15977800000,990,145821000,2162.5,147.6201007,null,5,8280,13212637.04,43516,949793000,10.74,10172500,31414.84375,35.45939736,16350,6350631.916,2557,202147000,4.08,5175450,15225,16.7171898,null,0,11.93,49,3750587.467,3.93E+11,0,204,147
543,2/3/17,54,3,1,1954545157,280253,16326100000,1011.46,201278000,1725,157.885661,null,3,8283,17716699.53,42637,956944000,10.81,12897800,31273.28125,34.05935512,15994,16175553.52,2686,202531000,4.08,8548470,13275,15.00043083,null,0,10.97,47,3066886.627,3.93E+11,0,216,141
